69,321,2780
69,28,161500
69,264,892999985
69,199,47099999
69,50,46999999
321,69,3595828848064
321,160,86956521575724
321,325,7867820558587
321,85,8680555638539
321,366,7299270122529
321,340,399999997388952
321,118,62111801081819
321,32,624336632072
321,297,1612643127856
321,258,5238344715155
321,216,1554726364118
321,250,122055412678
321,239,100190360
321,171,14347202087914
321,263,551571981096
321,168,165755012646
321,151,78124999693054
321,248,1952743635181
321,360,2017756243493
321,187,18382352980195
321,359,26246719230312
321,12,9560229434864
321,238,2754820890868
321,364,19193857939146
321,372,440586858992
321,66,1689189192392
321,185,1647446459073
321,196,67229900232994
321,208,421229989767
321,71,6872852204769
321,127,1259445858890
321,362,28248587491595
321,198,19569471369883
321,141,6195786885366
321,249,5701254313993
321,50,1693800028840
321,124,19417475754577
321,262,217391299806948
321,55,3226847388853
321,345,2639218788
321,207,275558004909
321,310,243902437918
321,285,2477700677125
321,8,37174721030418
321,202,476190475113165
321,142,934579419426
321,234,422832983359
321,43,1561524055873
321,25,248138954600
321,251,2009646278801
321,243,4355400686775
321,338,10030090206152
321,195,2487999959758
321,190,12453300113046
321,133,18761725823206
321,93,68493150307693
321,218,35335689413867
321,114,8896797092519
321,110,3484320512881
321,326,12062726224925
321,279,1893939410605
321,304,35842294348575
321,3,10111223554816
321,189,2145002139748
321,167,11173184257341
321,46,6830600965406
321,352,718390812901
321,49,534473546772
321,179,326360109578
321,182,76923077130629
321,135,227066301003
321,79,73529411920365
321,269,25510203986491
321,241,1385809325144
321,16,4638218953182
321,290,136986300427864
321,96,7507507472977
321,145,97087379269883
321,337,72992701025645
321,15,366300364720
321,264,32137599690514
321,54,119488588922
321,22,8474576191946
321,59,192307694905450
321,82,7057163167776
321,29,6613756731339
321,222,12254902006188
321,344,831324300895
321,45,6702412830211
321,17,17182130766193
321,355,3144654080445
321,131,1821493673512
321,132,11286681808892
321,24,7513147957117
321,103,7363770229520
321,157,9842519523915
321,44,330906686972
321,274,2471576856981
321,342,29931158271
321,104,30395136763083
321,161,135135136872837
321,33,59171596517923
321,242,15220700266
321,6,6317119376003
321,144,312500005839860
321,327,11466574936
321,318,79113924406
321,52,1408450707545
321,172,4450378300620
321,226,113636363037998
321,146,22281639916
321,83,307031005541
321,180,5494505460326
321,87,2883506335680
321,311,14224751011934
321,80,44052864180536
321,26,13793103429381
321,320,38535645390
321,324,31347962343260
321,329,2450980425870
321,271,26574541226
321,162,26881719807778
321,76,2985965958430
321,228,40485829753495
321,268,8230452694891
321,36,995024873850
321,177,502260172198
321,74,122399019610
321,365,453514740808
321,81,91996321097
321,206,738879877517
321,306,6506180914482
321,278,201207244481
321,173,196078430942017
321,150,768639501391
321,116,418060200519
321,35,13386880984322
321,199,1693783975092
321,156,230308612248
321,183,1673920305008
321,302,8576329379490
321,265,4923682908008
321,261,4334633718154
321,181,2613695811410
321,125,12330456119072
321,332,86805555724
321,23,16553551043
321,11,1549186698287
321,276,21008403267710
321,38,45187527860
321,244,405679513619
321,294,17574692452711
321,245,427094903429
321,186,12224938899157
321,97,192307691560817
321,28,5809562556
321,267,429000422079
321,9,1029866121315
321,229,9823182784999
321,176,30350499745455
321,115,15797788464201
321,303,58139535311536
321,283,125297583459
321,155,305157152816
321,169,1487873819737
321,308,37537537993
321,153,848896440468
321,319,48543689754938
321,1,14104372411112
321,10,77942324559
321,197,4063388824861
321,75,31948881819
321,193,763941939014
321,363,347717236600
321,305,4498425490362
321,30,913242003351
321,41,252016128
321,62,22371364394122
321,18,8895800180775
321,224,5479452041889
321,272,2616431189982
321,235,172413793414280
321,254,1848087239097
321,317,7955449466081
321,192,619962804327
321,2,235349497753
321,280,71942445733512
321,51,10604453883816
321,315,18348623884674
321,298,250363031833
321,257,1608401987923
321,37,631711933829
321,347,106200699727066
321,40,973709833584
321,221,4032258034387
321,270,9000900165704
321,367,114942526310461
321,84,322580649626996
321,282,5109862010333
321,287,75757575976001
321,61,3139717367581
321,356,7002801124314
321,184,67114092926101
321,102,1675041881966
321,236,19157087917641
321,299,16103059979092
321,98,3603603565691
321,295,8703219950628
321,322,8968609802233
321,60,183083119951
321,230,61349693278189
321,89,16949152671696
321,219,147058822184858
321,149,3951007503382
321,231,9225092146625
321,19,40650406324329
321,314,5102040757213
321,117,697398707021
321,312,105263157597359
321,348,185185183236802
321,138,56785917009
321,281,8305647978356
321,201,762195137588
321,73,7880220606406
321,346,5467468555102
321,214,64102565603929
321,260,947867290
321,247,408496722902
321,68,4091653003174
321,351,2845759837806
321,129,642673517829
321,350,375657395129
321,53,18796992499561
321,47,7142857147
321,77,276854928571
321,188,6693440406921
321,175,43290043419791
321,204,1262626265671
321,203,1135202618818
321,217,4308487707319
321,63,9115770380957
321,341,1265822787962
321,122,3597122332558
321,94,14858841136535
321,266,1105583206559
321,358,3536067924735
321,148,156494520006
321,200,256410258853255
321,111,2212389368657
321,300,36630037204
321,39,12992074929
321,163,156298841677
321,253,145560408670
321,373,7602500010986
321,333,66666665487372
321,211,598802398286
321,105,101010101383791
321,72,13986013916771
321,27,994233459485
321,147,20040080245378
321,21,381970978340
321,371,2206044587296
321,78,49504950146827
321,369,16474464799608
321,354,48076923649726
321,237,1006036216735
321,210,1845018456622
321,330,22988505815281
321,339,32679738245874
321,212,39682539784
321,170,6863417989507
321,88,15174506677121
321,7,21978022419968
321,0,5208333390597
321,288,1694760998553
321,334,34013605757421
321,42,26954178522318
321,95,403063283069
321,296,16611295586037
321,70,53475936600181
321,139,13568521329574
321,92,1338043243
321,174,920471285111
321,137,534188050539
321,128,327011120484
321,109,3589375439865
321,113,1379149979290
321,107,25974025780725
321,368,47528517435
321,101,4184100427040
321,140,3423485089760
321,291,54644809288236
160,321,114
160,28,6639
160,264,36700000
160,257,1836999
160,199,1933000
160,92,1527
160,113,1584000
160,50,1931999
28,69,61842918857
28,160,1503759400433
28,340,7007708524073
28,257,27639999541
28,347,1819394014791
